index,image_link,group_id,entity_name
3115,https://m.media-amazon.com/images/I/414Q4X5xYJL.jpg,120569,item_volume
3120,https://m.media-amazon.com/images/I/414S-mliNjL.jpg,557758,item_volume
3256,https://m.media-amazon.com/images/I/414yfl4i+CL.jpg,447645,item_volume
3257,https://m.media-amazon.com/images/I/414ytxJ2uBL.jpg,142295,item_volume
3258,https://m.media-amazon.com/images/I/414yz3F0TEL.jpg,911827,item_volume
3287,https://m.media-amazon.com/images/I/4157Smkn6yL.jpg,281678,item_volume
3290,https://m.media-amazon.com/images/I/415884EySHL.jpg,373285,item_volume
3352,https://m.media-amazon.com/images/I/415Qu9++qhS.jpg,120569,item_volume
3383,https://m.media-amazon.com/images/I/415X3LEkcOL.jpg,225091,item_volume
3446,https://m.media-amazon.com/images/I/415o6B2NzSL.jpg,916768,item_volume
3457,https://m.media-amazon.com/images/I/415pM2RVWhL.jpg,941694,item_volume
3467,https://m.media-amazon.com/images/I/415sEWuyKCL.jpg,625842,item_volume
3529,https://m.media-amazon.com/images/I/4165GWFW0UL.jpg,120569,item_volume
3594,https://m.media-amazon.com/images/I/416N6bACYHL.jpg,941694,item_volume
