index,entity_value
639,"['71/4""']"
640,"['3.5""']"
641,"['3.5""']"
642,['Not found']
643,['18Ocm']
644,['Not found']
645,['Not found']
646,"['7.7""(L)']"
647,"['10.2""(H)']"
648,['Not found']
649,['Not found']
650,[['110 V']]
651,['Not found']
652,[['8 W']]
653,['Not found']
654,['580 g']
655,"['14.37""']"
656,[None]
657,['13 cm']
658,['80']
659,[None]
660,['44CM']
661,['8']
662,[None]
663,[None]
664,[None]
665,['160 cm']
666,['Not found']
667,['7cm']
668,['7cm']
669,['Not found']
670,['Not found']
671,['Not found']
672,['Not found']
673,['with narrow-ruled (1/4-inch) spacing']
674,['with narrow-ruled (1/4-inch) spacing']
675,['J1Tn']
676,[None]
677,['Not found']
678,['Not found']
679,['4Za6']
680,[None]
681,[None]
682,['4.7 in / 12 cm']
683,['4.7 in / 12 cm']
684,['200 g']
685,['Not found']
686,[['5 V']]
687,['90']
688,['27.9 cM']
689,['10 2']
690,['Not found']
691,['14mm']
692,['8 kg']
693,['68 cm']
694,['8']
695,['Not found']
696,['Not found']
697,['18cm']
698,['Not found']
699,['Not found']
700,['Not found']
701,['Not found']
702,[None]
703,[None]
704,[None]
705,['7.87in /2Ocm']
706,['2.67in /6.8cm']
707,['8']
708,['16.5 1 in / 42 cm']
709,['17.3 cm']
710,['80 cm']
711,['64 G']
712,['Not found']
713,['8']
714,['15 cm']
715,['15 cm']
716,['36cm']
717,['58.4 cm']
718,['17 in']
719,['Not found']
720,['3.5 in / 9.0 cm']
721,['3.5 in / 9.0 cm']
722,['Not found']
723,['Not found']
724,['Not found']
725,['Not found']
726,['Not found']
727,['Not found']
728,['Not found']
729,[['25.2 V']]
730,['Not found']
731,['49.99cm']
732,['95.25cm']
733,[None]
734,[None]
735,['15 . 5cm']
736,['17cm']
737,['9']
738,['8mm']
739,['Not found']
740,['Not found']
741,['3.9 in / 10 cm']
742,['3.9 in / 10 cm']
743,[None]
744,['Not found']
745,['Not found']
746,['24 G']
747,['35mm']
748,['Thickness: 0. 5mm']
749,[None]
750,['8']
751,['Not found']
752,['5']
753,['5.9 in']
754,['10.0 cm']
755,['0.5 in / 1.4 cm']
756,['0.5 in / 1.4 cm']
757,[None]
758,['24 Cm']
759,[None]
760,['44 g']
761,['Not found']
762,['Not found']
763,['120cm']
764,['56 ml']
765,['40']
766,['2.75in / 7 cm']
767,['3.9in / 10 cm']
768,['38 Inches']
769,['38 Inches']
770,['83']
771,['Not found']
772,[['110 V']]
773,['Not found']
774,['Not found']
775,['Not found']
776,['Not found']
777,['1.5cm']
778,['Not found']
779,['Not found']
780,['Not found']
781,['3.18inch']
782,['3.18inch']
783,['Not found']
784,[None]
785,[None]
786,['47 cm']
787,['Not found']
788,[None]
789,['3.8 in']
790,[None]
791,['15 cm']
792,['5.1 in / 13 cm']
793,['115.35 in / 39 cm']
794,['115.35 in / 39 cm']
795,['Not found']
796,[None]
797,['12cm']
798,[None]
799,['Not found']
800,"[""22'""]"
801,"[""22'""]"
802,"['30""']"
803,['64 cm']
804,[None]
805,[None]
806,[None]
807,['9. 5CM']
808,['Not found']
809,['Not found']
810,['Not found']
811,['Not found']
812,['31CM']
813,['31CM']
814,['250 ml']
815,['Not found']
816,['Not found']
817,['Not found']
818,['Not found']
819,['5']
820,['8']
821,['8']
822,['Not found']
823,['Not found']
824,['Not found']
825,['6']
826,"['2.25""']"
827,['5']
828,['Not found']
829,['Not found']
830,['Not found']
831,['8CM']
832,['Not found']
833,['Not found']
834,[None]
835,[None]
836,['25mm']
837,[None]
838,['25mm']
839,['75 cm']
840,['110 cm']
841,['Not found']
842,['Not found']
843,['Not found']
844,['Not found']
845,['Not found']
846,[None]
847,['45 kg']
848,['1200 ML']
849,['Not found']
850,['Not found']
851,['15 g']
852,['11.7 cm']
853,['2.6in']
854,['6.7in']
855,"['50 cm(19.7""']"
856,['9']
857,['Not found']
858,['Not found']
859,['Not found']
860,[None]
861,['Not found']
862,['7cm']
863,['23cm']
864,['7cm']
865,['12.Scm']
866,['Not found']
867,[None]
868,[None]
869,['10.8CM']
870,[None]
871,['Not found']
872,['9Ocm']
873,['120cm']
874,['Not found']
875,['40.5cm']
876,['35']
877,['Not found']
878,['60 cm']
879,['2. Scm/0. 98in']
880,['350ml']
881,['Not found']
882,['3.14 in / 8 cm']
883,['3.14 in / 8 cm']
884,['453 g']
885,['Not found']
886,['Not found']
887,['Not found']
888,['Not found']
889,['(47.2inch)']
890,[None]
891,['(47.2inch)']
892,['1. 38inch']
893,[None]
894,['Not found']
895,[None]
896,[None]
897,['8']
898,['750 g']
899,['Not found']
900,['8']
901,['6cm']
902,['6cm']
903,['7 L']
904,['32cm']
905,['167cm']
906,[None]
907,[None]
908,['103 cm']
909,['88 cm']
910,"['cm(13.8""']"
911,[None]
912,"[['220 v', '8 V']]"
913,['Not found']
914,['Not found']
915,['2.75 in / 7 cm']
916,['12.9 in / 33 cm']
917,['50cm']
918,['200']
919,['Not found']
920,"[['220 v', '5 V']]"
921,['8']
922,['70.5 cm']
923,['30 cm']
924,['Not found']
925,['0']
926,[None]
927,['28.5*']
928,[None]
929,[None]
930,['23 Cm']
931,"['cm(11.8""']"
932,['Not found']
933,['Not found']
934,['Not found']
935,['Not found']
936,['30cm/11.82in']
937,['18cm/7.09in']
938,['Not found']
939,['Not found']
940,['Not found']
941,['Not found']
942,['Not found']
943,['7.8 in / 20 cm']
944,['3 in / 7.5 cm']
945,[None]
946,['Not found']
947,['21 kg']
948,['in / 3']
949,['in / 3']
950,['10 cm']
951,['5.9 in / 15 cm']
952,"['70 cm(27.6""']"
953,"['70 cm(27.6""']"
954,['4']
955,['30 cm']
956,['190.37mm/7.62in']
957,['190.37mm/7.62in']
958,['018Smm']
959,['018Smm']
960,['27.5cm/10.82in']
961,['1']
962,[None]
963,['28cm/11.Oinch']
964,['28cm/11.Oinch']
965,['10 cm']
966,['2.75in / 7 cm']
967,['Not found']
968,['Not found']
969,['1.37 in']
970,['Not found']
971,['Not found']
972,['2.75in /7cm']
973,['2.75in /7cm']
974,['3.9in/10cm']
975,['Not found']
976,['8 in']
977,['8 in']
978,['Not found']
979,['Not found']
980,['Not found']
981,['1.9 in / 5.0 cm']
982,['2.7 in / 7.0 cm']
983,"['88.6""']"
984,[None]
985,['Not found']
986,['38.Scm/15.Iin']
987,['18cm/7.1in']
988,['18cm/7.1in']
989,['26.67']
990,['28 g']
991,['5.1lin/13cm']
992,['3.34in /8.Scm']
993,['3.34in /8.Scm']
994,['1.5 feet(45cm)']
995,['1.5 feet(45cm)']
996,['Not found']
997,['Not found']
998,['Not found']
999,['Not found']
1000,['Not found']
1001,['16 LB']
1002,['9.5 cm']
1003,['3.9 in / 10 cm']
1004,['Not found']
1005,['Not found']
1006,['5']
1007,['0.18 lb']
1008,['31 9n']
1009,[None]
1010,['41M']
1011,['Not found']
1012,[['53 W']]
1013,['Not found']
1014,['Not found']
1015,['42cm']
1016,['Not found']
1017,['Not found']
1018,['21 g']
1019,['72.O1cm']
1020,[None]
1021,['11']
1022,['148 mm']
1023,['150 mm']
1024,['44.98cm']
1025,['156 g']
1026,['Not found']
1027,['Not found']
1028,['Not found']
1029,['17.68in /45cm']
1030,['17.68in /45cm']
1031,['4']
1032,[['230 v']]
1033,"[['7 w', '17 W']]"
1034,['Not found']
1035,"['(13.8""']"
1036,['Not found']
1037,['9.5cm']
1038,['9.5cm']
1039,['Not found']
1040,[None]
1041,['1']
1042,['3']
1043,['15 cm']
1044,[None]
1045,['Not found']
1046,['Not found']
1047,[['12 W']]
1048,['Not found']
1049,"['14""']"
1050,"['14""']"
1051,['29.5CM']
1052,['Not found']
1053,['Not found']
1054,['100 cm']
1055,['20.6 cm']
1056,['16201']
1057,['16201']
1058,['Not found']
1059,['Not found']
1060,['Not found']
1061,['Not found']
1062,['Not found']
1063,[['246 v']]
1064,['36.5cm_']
1065,['Not found']
1066,['23cm']
1067,['23cm']
1068,['Not found']
1069,['18.0 cm']
1070,['18.0 cm']
1071,['4.5 in / 11.5 cm']
1072,['200 cm']
1073,['200 cm']
1074,[None]
1075,[None]
1076,['7Ocm']
1077,['8 1/4 inches']
1078,['8 1/4 inches']
1079,['15 Inches']
1080,['15 Inches']
1081,['Not found']
1082,['Not found']
1083,['20 4in']
1084,['12.0 cm']
1085,['12.0 cm']
1086,[None]
1087,[None]
1088,[None]
1089,['Not found']
1090,['29.5 cm']
1091,['29.5 cm']
1092,['6mm']
1093,['Not found']
1094,[None]
1095,[None]
1096,[None]
1097,['23 cm']
1098,['Not found']
1099,['28 g']
1100,['6 lb']
1101,['69']
1102,"['11""']"
1103,['Not found']
1104,['68 cm']
1105,['68 cm']
1106,['5.9in / 1Scm']
1107,['5.9in / 1Scm']
1108,"['13.7""']"
1109,"['1.18""']"
1110,['Not found']
1111,[None]
1112,[None]
1113,['Not found']
1114,['80 cm']
1115,['16.5 cm']
1116,['16.5 cm']
1117,[None]
1118,[None]
1119,['25 cm']
1120,['4.7in/12cm']
1121,['2.36in /6cm']
1122,[None]
1123,['9 kg']
1124,['48cm']
1125,['111.5cm']
1126,['Not found']
1127,['Not found']
1128,['3']
1129,['Not found']
1130,['Not found']
1131,['Not found']
1132,['47cm']
1133,['47cm']
1134,[None]
1135,['Not found']
1136,[None]
1137,[None]
1138,['14cm']
1139,['14cm']
1140,['54.4In']
1141,['6.7in']
1142,['2.6in']
1143,['7.87 in / 20 cm']
1144,['7.87 in / 20 cm']
1145,['Not found']
1146,['23cm']
1147,['Not found']
1148,['Not found']
1149,['29.5cm']
1150,[None]
1151,['29.5cm']
1152,['8']
1153,['24 cm']
1154,['19.5cm']
1155,['Not found']
1156,['0']
1157,['3 in / 7.5 cm']
1158,['3']
1159,"['34..3""']"
1160,['76cm']
1161,[None]
1162,[None]
1163,['Not found']
1164,"['60"" (Inch)']"
1165,"['60"" (Inch)']"
1166,['3']
1167,['H.6in']
1168,['H.6in']
1169,['Not found']
1170,['3.9 in / 10 cm']
1171,['3.9 in / 10 cm']
1172,['8cm']
1173,['8cm']
1174,['10Ocm']
1175,['Not found']
1176,['Not found']
1177,['83']
1178,['10.62 in']
1179,['9.84 in / 25.00 cm']
1180,['66 mL']
1181,['Not found']
1182,['Not found']
1183,['98 cm']
1184,['Not found']
1185,['Not found']
1186,['15 in']
1187,['15 in']
1188,['Not found']
1189,['30 Pcs']
1190,['4Omm']
1191,['4Omm']
1192,['90']
1193,['0']
1194,['8']
1195,['60 cm']
1196,['2.36in/ 6cm']
1197,['3.14in / 8 cm']
1198,['2.36in/ 6cm']
1199,[None]
1200,['45.72cm']
1201,['Not found']
1202,"['40 cm(15.7""']"
1203,"['9.8""']"
1204,['75 ml']
1205,['75 ml']
1206,['35']
1207,['35']
1208,['-26in']
1209,['22in']
1210,['Not found']
1211,['Not found']
1212,['3']
1213,['Not found']
1214,['11 g']
1215,['60 cm']
1216,['60 cm']
1217,['115 g']
1218,['Not found']
1219,['2.75 in / 7 cm']
1220,['3.93 in / 10 cm']
1221,['13.Scm']
1222,['19cm']
1223,['0.6 KG']
1224,"['35.5""']"
1225,['Not found']
1226,['0']
1227,['4.8cm/1.89in']
1228,['4.8cm/1.89in']
1229,[None]
1230,[None]
1231,['G0 m']
1232,"['16""']"
1233,['28 g']
1234,['101.6cm']
1235,['Not found']
1236,['42cm']
1237,['42cm']
1238,[None]
1239,['28cm(ttin)']
1240,['Not found']
1241,['60 ml']
1242,"['62.99""']"
1243,['11.3 cm']
1244,['11.3 cm']
1245,['Not found']
1246,['5']
1247,"['700 cm( 275.6"" )']"
1248,['4.9 in / 12.5 cm']
1249,['5.7 in / 14.5 cm']
1250,['365 L']
1251,[None]
1252,[None]
1253,['203 g']
1254,['3 kg']
1255,['350 LB']
1256,['20in']
1257,['9 . 8CM']
1258,['8']
1259,['29 L']
1260,['0.8 in / 2 cm']
1261,['0.8 in / 2 cm']
1262,['42.5 cm']
1263,['Not found']
1264,"['18""']"
1265,['Not found']
1266,['45cm']
1267,['8Ocm']
1268,['177.98cm']
1269,[None]
1270,['Not found']
1271,['Not found']
1272,['Not found']
1273,['Not found']
1274,['150mm']
1275,['150mm']
1276,['89mm']
1277,['Not found']
1278,['Not found']
1279,['Not found']
1280,['6']
1281,['Not found']
1282,['Not found']
1283,['0 ml']
1284,['Not found']
1285,['I65in']
1286,"['35.4""']"
1287,"['35.4""']"
1288,"['(13.8""']"
1289,['Not found']
1290,['170 g']
1291,['22cm']
1292,['Width 33cm']
1293,['Not found']
1294,['6.5cm']
1295,['78.96cm']
1296,['20.02 cm']
1297,['20.02 cm']
1298,[None]
1299,['22 Cm']
1300,['6Ocm']
1301,['60 cm']
1302,['3 oz']
1303,['1']
1304,[['750 w']]
1305,['160 cm']
1306,['160 cm']
1307,[None]
1308,['Not found']
1309,['Not found']
1310,['Not found']
1311,"[""35.5'""]"
1312,[None]
1313,[None]
1314,[None]
1315,[None]
1316,['8 cm']
1317,[None]
1318,['38 CM']
1319,['2']
1320,['Not found']
1321,['25CM']
1322,['25CM']
1323,['Not found']
1324,['2.5 in / 6.5 cm']
1325,['2.5 in / 6.5 cm']
1326,['3.1 Oz']
1327,['Not found']
1328,['128mm']
1329,['12.2cm']
1330,['0 kg']
1331,['Not found']
1332,['Not found']
1333,['210 CM']
1334,['210 CM']
1335,['1.85 in / 4.7 cm']
1336,['1.85 in / 4.7 cm']
1337,['8']
1338,['60 cm']
1339,['3.5 lb']
1340,['50 cm']
1341,['3 g']
1342,['4']
1343,['8cm']
1344,['12 in']
1345,['12 in']
1346,['Not found']
1347,['Not found']
1348,['Not found']
1349,['Not found']
1350,['Not found']
1351,['Not found']
1352,['Not found']
1353,['Not found']
1354,['5.89in/1Scm']
1355,['5.89in/1Scm']
1356,['15 cm']
1357,['183']
1358,['183']
1359,['60 cm']
1360,[None]
1361,[None]
1362,['8mm']
1363,['Not found']
1364,['75 cm']
1365,['75 cm']
1366,['75 cm']
1367,['Not found']
1368,"[['4 V', '4 V']]"
1369,['Not found']
1370,['Not found']
1371,['Not found']
1372,['1.97in/Scm']
1373,['8']
1374,['34 cm']
1375,['8']
1376,['30.48cm']
1377,['244 cm']
1378,['038 mm']
1379,['Not found']
1380,['33 R6il']
1381,['4Zucm']
1382,"['50 cm(20""']"
1383,['8cm/e']
1384,['Not found']
1385,['Not found']
1386,['39cm]']
1387,['18 CMS']
1388,['18 CMS']
1389,"[(None, [])]"
1390,['Not found']
1391,['11']
1392,['Not found']
1393,['0']
1394,"['50 cm(19.7""']"
1395,"['19.7""']"
1396,['5.5 cm']
1397,[None]
1398,['Not found']
1399,['48.01cm']
1400,['1.8 kg']
1401,['3']
1402,['25 cm']
1403,['Not found']
1404,['8']
1405,['Not found']
1406,"['4 5/8""']"
1407,['Not found']
1408,['15cm']
1409,[None]
1410,['Not found']
1411,[['12 V']]
1412,['Not found']
1413,['Not found']
1414,['Not found']
1415,[None]
1416,['Not found']
1417,['60 CM']
1418,['11 CM']
1419,['50 cm']
1420,['50 cm']
1421,['850 g']
1422,['850 g']
1423,['074m']
1424,['Not found']
1425,['Not found']
1426,[['18 W']]
1427,['14.4 cm']
1428,['14.4 cm']
1429,"['f2""']"
1430,"['12.75""']"
1431,[None]
1432,[None]
1433,[None]
1434,[None]
1435,['8']
1436,"['cm(47.2""']"
1437,['Not found']
1438,['Not found']
1439,['Not found']
1440,['Not found']
1441,['9 cm']
1442,['9 cm']
1443,['455 mm']
1444,['Not found']
1445,['Not found']
1446,['Not found']
1447,['Not found']
1448,['Not found']
1449,['28cm']
1450,['Not found']
1451,['75cm']
1452,['Not found']
1453,['7.Scm']
1454,['7.Scm']
1455,['50 inch /128cm']
1456,['50 inch /128cm']
1457,['50 inch /128cm']
1458,['Not found']
1459,['Not found']
1460,['37cm']
1461,['3.3 in / 8.5 cm']
1462,['3.3 in / 8.5 cm']
1463,['150g']
