index,image_link,group_id,entity_name
466,https://m.media-amazon.com/images/I/31GO0eUnE7L.jpg,601746,item_weight
468,https://m.media-amazon.com/images/I/31GcK11qXXL.jpg,489118,item_weight
471,https://m.media-amazon.com/images/I/31GoXwn1aEL.jpg,860821,item_weight
480,https://m.media-amazon.com/images/I/31H41OlQpUS.jpg,459516,item_weight
504,https://m.media-amazon.com/images/I/31Hgy69UfvS.jpg,355666,item_weight
512,https://m.media-amazon.com/images/I/31Hz3Wm0bVL.jpg,347404,item_weight
514,https://m.media-amazon.com/images/I/31I6-eWiinL.jpg,297918,item_weight
532,https://m.media-amazon.com/images/I/31J8iFws4sS.jpg,866516,item_weight
533,https://m.media-amazon.com/images/I/31JAETfPJDL.jpg,279307,item_weight
535,https://m.media-amazon.com/images/I/31JVaJ+Ks6L.jpg,375816,item_weight
538,https://m.media-amazon.com/images/I/31JqJNDVc-L.jpg,524635,item_weight
544,https://m.media-amazon.com/images/I/31KPsJeS-+L.jpg,355666,item_weight
553,https://m.media-amazon.com/images/I/31KnFDzIaZL.jpg,365637,item_weight
560,https://m.media-amazon.com/images/I/31L3YQLwF3L.jpg,373285,item_weight
565,https://m.media-amazon.com/images/I/31LD1aDwt5L.jpg,308671,item_weight
566,https://m.media-amazon.com/images/I/31LF8o3DjTL.jpg,488883,item_weight
567,https://m.media-amazon.com/images/I/31LL+eDCmwL.jpg,279307,item_weight
568,https://m.media-amazon.com/images/I/31LNekHaVSS.jpg,178778,item_weight
573,https://m.media-amazon.com/images/I/31LYuCcf6bL.jpg,628971,item_weight
